"","Library Number","Library Full Name","Survey Year From","A1.3","A1.4","A1.5","A1.9","A1.10","A1.11","A1.12","A1.13","A1.14","B1.1","B2.1.1","B2.1.2","B2.1.3","B2.1.4","B2.2","B2.3","B2.4.1.01","B2.4.1.02","B2.4.1.03","B2.4.1.04","B2.4.1.05","B2.4.1.06","B2.4.1.07","B2.4.1.99","B2.4.1a","B2.5","B2.6","B2.7","B2.8","B2.9","B3.1","B3.2","B3.3","B3.4","B3.5","B4.01","B4.01.1","B4.01.2","B4.02","B4.03","B4.04","B4.05.1","B4.05.2","B4.06","B4.07","B4.08","B4.09","B4.10","B5.0","B6.0","C1.1.E","C1.1.F","C1.1.O","C1.1.T","C1.2.E","C1.2.F","C1.2.O","C1.2.T","C1.3.1.E","C1.3.1.F","C1.3.1.O","C1.3.1.T","C1.3.2.E","C1.3.2.F","C1.3.2.O","C1.3.2.T","C1.3.3.E","C1.3.3.F","C1.3.3.O","C1.3.3.T","C1.4.E","C1.4.F","C1.4.O","C1.4.T","C1.5.E","C1.5.F","C1.5.O","C1.5.T","C2.1.E","C2.1.F","C2.1.O","C2.1.T","C2.2.E","C2.2.F","C2.2.O","C2.2.T","C2.3.1.E","C2.3.1.F","C2.3.1.O","C2.3.1.T","C2.3.2.E","C2.3.2.F","C2.3.2.O","C2.3.2.T","C2.3.3.E","C2.3.3.F","C2.3.3.O","C2.3.3.T","C2.3.4.E","C2.3.4.F","C2.3.4.O","C2.3.4.T","C2.4.E","C2.4.F","C2.4.O","C2.4.T","C2.5.E","C2.5.F","C2.5.O","C2.5.T","C3.1.E","C3.1.F","C3.1.O","C3.1.T","C3.2.1.E","C3.2.1.F","C3.2.1.O","C3.2.1.T","C3.2.2.E","C3.2.2.F","C3.2.2.O","C3.2.2.T","C3.2.3.E","C3.2.3.F","C3.2.3.O","C3.2.3.T","C3.2.4.E","C3.2.4.F","C3.2.4.O","C3.2.4.T","D1.0.H","D1.1.1.C","D1.1.2.C","D1.1.3.C","D1.1.4.C","D1.1.5.C","D1.2.1.C","D1.2.1.H","D1.2.2.C","D1.2.2.H","D1.2.3.C","D1.2.3.H","D1.2.4.C","D1.2.4.H","D1.2.5.C","D1.2.5.H","E1.1","E1.1.1","E1.1.2","E1.1.3","E1.1.4","E2.1","E2.3","E3.1.SPC","E3.1.SPH","E3.2.SPC","E3.2.SPH","E3.3.SPC","E3.3.SPH","E3.4.SPC","E3.4.SPH","E3.5.SPC","E3.5.SPH","E3.6.SPC","F1.0","F2.1.P","F2.2.A","F2.301.Attendance","F2.301.Programs","F2.302.Attendance","F2.302.Programs","F2.303.Attendance","F2.303.Programs","F2.304.Attendance","F2.304.Programs","F2.305.Attendance","F2.305.Programs","F2.306.Attendance","F2.306.Programs","F2.307.Attendance","F2.307.Programs","F2.308.Attendance","F2.308.Programs","F2.309.Attendance","F2.309.Programs","F2.310.Attendance","F2.310.Programs","F2.311.Attendance","F2.311.Programs","F2.312.Attendance","F2.312.Programs","F2.313.Attendance","F2.313.Programs","F2.314.Attendance","F2.314.Programs","F2.315.Attendance","F2.315.Programs","F2.316.Attendance","F2.316.Programs","F2.317.Attendance","F2.317.Programs","F2.318.Attendance","F2.318.Programs","F3.1.1","F3.1.2","F3.2.1","F3.2.2","G1.1.1.W","G1.1.2.W","G1.1.3.W","G1.2.1.W","G1.3.1.W","G1.3.2.W","G1.3.3.W","G1.4.1.W","G1.4.2.W","G1.4.3.W","G1.4.4.W","G1.4.5.W","G1.5.1.W","G1.5.2.W","H1.1.1.01","H1.1.1.02","H1.1.1.03","H1.1.1.04","H1.1.1.05","H1.1.1.06","H1.1.1.07","H1.1.1.08","H1.1.1.92","H1.2.1.F","H1.2.1.T","H1.2.2","H1.3.1.F","H1.3.1.T","H1.3.2.11","H1.3.2.12","H1.3.2.13","H1.3.2.14","H1.3.2.15","H1.3.2.16","H1.3.2.17","H1.3.2.90","H1.4.1.F","H1.4.1.T","H1.4.2","H1.4.3.21","H1.4.3.22","H1.4.3.23","H1.4.3.24","H1.4.3.25","H1.4.3.93","H1.5.1.F","H1.5.1.T","H1.5.2","H1.5.3.40","H1.5.3.41","H1.5.3.42","H1.5.3.43","H1.5.3.44","H1.5.3.94","H1.7.1.F","H1.7.1.T","H1.7.2.31","H1.7.2.32","H1.7.2.33","H1.7.2.34","H1.7.2.35","H1.7.2.91","H1.8.1.F","H1.8.1.T","H1.8.2.PC","P1.1","P1.2","P2.1","P2.2","B2.4.1.08","E1.2","F2.319.Attendance","F2.319.Programs","G1.4.6.W","H1.3.2.18","H1.9.1.F","H1.9.1.T","H1.9.2.51","H1.9.2.52","H1.9.2.95","D1.1.3.1.C","D1.2.3.1.C","D1.2.3.1.H","G1.5.3.W","H1.4.3.26","H1.7.2.36","B2.4.1.09","B2.4.1.10","F2.320.Attendance","F2.320.Programs","H1.5.4","H1.8.3.F","H1.8.3.T","H1.8.4.TN","C4.1.F","C4.1.T","C4.2","C4.3.01","C4.3.02","C4.3.03","C4.3.04","C4.3.05","C4.3.06","C4.3.07","C4.3.90","E2.1.F","E2.1.T","E2.3.F","E2.3.T","E2.4.F","E2.4.T","E2.5","E2.6.F","E2.6.T","E2.7","F2.311a.Attendance","F2.311a.Programs","G1.3.4.W","H1.3.2.10","H1.3.2.19","H1.3.2.20","C0.1.E","C0.1.F","C0.1.O","C0.1.T","C0.2.E","C0.2.F","C0.2.O","C0.2.T","C0.3.1.E","C0.3.1.F","C0.3.1.O","C0.3.1.T","C0.3.2.E","C0.3.2.F","C0.3.2.O","C0.3.2.T","C0.3.3.E","C0.3.3.F","C0.3.3.O","C0.3.3.T","C0.3.4.E","C0.3.4.F","C0.3.4.O","C0.3.4.T","C0.4.E","C0.4.F","C0.4.O","C0.4.T","C0.5.E","C0.5.F","C0.5.O","C0.5.T","C3.2.0.E","C3.2.0.F","C3.2.0.O","C3.2.0.T","F2.317a.Attendance","F2.317a.Programs","X287"
"1364","L0464","Michipicoten FN",2014,"Ontario Library Service - North","First Nations Library","107 Hiawatha Drive P.O. Box 1 RR#1, Site 8","107 Hiawatha Drive P.O. Box 1 RR#1, Site 8","Wawa","Ontario","P0S1K0","www.michipicoten.com",79,0,903,13000,0,13903,0,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,13903,9981,0,0,0,9981,0,0,0,18796,1815,203,1013,1012,1250,0,0,0,0,24089,0,30,0,0,30,75,0,0,75,8,4,2,14,30,0,0,30,35,0,0,35,5,0,0,5,5,0,0,5,165,0,0,165,165,0,0,165,30,0,0,30,30,0,0,30,2956,190,103,3249,2956,190,103,3249,5,0,0,5,5,0,0,5,32,0,0,32,9,5,4,18,5,0,0,5,5,0,0,5,51595,208,137,51940,37.5,0,0,0,0,0,0,0,0,0,0,0,1,25,0,0,3,3,3,NA,0,1,1,1,25,0,0,0,0,0,0,0,0,0,1221,75,46,6,2,6,12,3,6,3,12,5,10,4,4,0,0,1,1,0,0,6,6,1,1,0,0,0,0,2,8,4,10,2,1,2,1,1,1,0,0,0,0,5,5,10,5,12,1,12,0,0,0,0,0,75,0,3,1,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,2,1,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1365","L0205","Middlesex County Library",2014,"Southern Ontario Library Service","County, County co-operative or Regional Municipality Library","399 Ridout Street North","34-B Frank St.","Strathroy","Ontario","N6A2P1","www.middlesex.library.on.ca",22490,165908,125674,8373,0,134047,3149889,0,NA,0,0,0,0,NA,0,0,0,5715,68464,252,0,3358367,0,0,131400,0,131400,351396,261271,90125,2262554,47290,483939,26492,183,39125,124,0,0,159483,3370586,188514,2151,2,0,2153,5713,16,0,5729,18,4,2,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70810,416,1005,72231,130595,436,1020,132051,9773,0,0,9773,16933,0,0,16933,24956,190,103,25249,28353,190,103,28646,0,0,0,0,0,0,0,0,71,0,0,71,11,5,4,20,0,0,0,0,0,0,0,0,51715,208,137,52060,35,7,5,4,0,1,1,17.5,2,42,11,180,39,350,112,29,103,103,103,NA,0,1,1,1,58.5,10,312,4,32,0,0,0,0,0,410917,3339,40014,11607,616,9220,762,7467,461,36,19,2506,38,468,92,0,0,87,40,89,12,0,0,539,294,152,20,669,113,706,113,1469,27,0,0,0,0,1036,34,4596,4454,6107,2812,3863,2480,6343,608,2140,1763,306,257,32,135,122,8,5398,4018,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,0,NA,1,1,1,0,1,393932,74898,0,0,26315,0,0,1147,180,0,1,0,1,1,1,0,0,0,0,858,1,0,0,0,2816,518,0,0,1,173000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1366","L0022","Midland",2014,"Southern Ontario Library Service","Public or Union Library","320 King Street",NA,"Midland","Ontario","L4R3M6","www.midlandlibrary.com",12124,-6152,26935,2752,0,29687,1015145,120056,NA,3496,0,0,0,NA,0,0,3496,32125,28494,30000,0,1259003,0,0,0,0,0,95816,82748,13068,848240,4211,98493,3835,10,24111,21970,0,0,155907,1252593,0,475,0,0,475,602,0,0,602,32,0,0,32,0,0,0,0,0,0,0,0,2684,0,0,2684,0,0,0,0,53706,0,0,53706,56142,0,0,56142,6254,0,0,6254,7411,0,0,7411,17452,0,0,17452,17452,0,0,17452,0,0,0,0,0,0,0,0,127,0,0,127,44,5,4,53,0,0,0,0,0,0,0,0,53062,208,137,53407,35,1,3,1,0,0,0,0,0,0,0,0,15,218,55,64,21,15,6,NA,0,1,1,1,66,0,0,0,0,0,0,0,0,0,193404,236,4832,0,0,2327,114,1040,60,0,0,0,0,674,37,125,10,0,0,0,0,0,0,62,10,0,0,0,0,0,0,604,5,0,0,0,0,0,0,4979,2638,2433,2264,3428,189,3617,588,329,525,272,37,2,38,110,3,3455,4379,0,1,2,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,5,0,1,1,0,1,1,0,1,7,0,1,0,0,0,0,0,1,0,0,NA,1,0,0,0,0,0,13136,7563,6256,7768,0,4,0,0,1,0,0,1,1,1,0,1,0,0,875,0,0,0,0,0,0,0,0,1,30000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1367","L0434","Milton",2014,"Southern Ontario Library Service","Public or Union Library","1010 Main Street East","1010 Main Street East","Milton","Ontario","L9T6H7","www.mpl.on.ca",53280,40688,52429,3275,0,55704,4038367,0,NA,0,0,0,0,NA,1980,0,1980,10405,143398,0,0,4249854,0,0,116715,0,116715,480598,308826,171772,2755065,20983,298539,17163,24317,186515,267705,0,5886,190304,4247075,0,1441,0,0,1441,3328,0,0,3328,14,5,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152277,3740,574,156591,181311,3740,574,185625,28420,10,543,28973,32309,10,543,32862,748768,38915,130305,917988,750360,38915,130305,919580,0,0,0,0,0,0,0,0,180,18,0,198,14,9,7,30,0,0,0,0,0,0,0,0,139420,34653,1376,175449,35,9,2,0,4,0,1,24.15,17,342.65,0,0,43,641.51,0,0,54,54,18,NA,0,1,1,1,61,1,47,0,0,0,0,0,0,0,1167805,2185,38222,17112,980,5252,152,4089,38,0,0,3750,14,1668,274,539,131,23,10,179,39,371,7,562,157,18,11,2062,173,400,52,264,8,0,0,0,0,1050,7,966,1230,2675,1582,19109,2251,21360,2531,1398,246582,982,664,11,51,65,5,8089,7756,0,1,2,0,0,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,8,0,0,1,0,0,7,0,1,3,1,1,0,1,0,0,0,1,1,0,NA,1,0,0,0,0,0,100743,0,0,32183,0,0,883,132,0,1,0,1,1,1,0,0,0,0,6069,1,1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1368","L0206","Mississauga",2014,"Southern Ontario Library Service","Public or Union Library","301 Burnhamthorpe Road West",NA,"Mississauga","Ontario","L5B3Y3","www.mississauga.ca/library",236757,0,693781,21422,0,715203,23969911,0,NA,0,0,0,0,NA,0,8091,8091,1059,1324203,0,0,26018467,0,0,2148561,0,2148561,2657034,1882300,774734,20560498,65853,2310581,4399,0,116002,0,0,0,304100,26018467,2086000,5465,119,0,5584,11175,206,0,11381,20,8,3,31,0,0,0,0,0,0,0,0,29873,0,0,29873,6133,0,0,6133,402336,12717,8180,423233,1135854,20248,31367,1187469,57054,31,314,57399,126830,43,343,127216,27090,199,103,27392,35190,199,103,35492,0,0,0,0,0,0,0,0,0,0,0,0,39,8,5,52,0,0,0,0,0,0,0,0,56613,651,1641,58905,35,61,0,0,131,0,9,180,0,0,0,0,229,2748,1016,505.3,431,291,88,NA,0,1,1,1,72,17,1015,0,0,0,0,0,0,0,6071321,7549,91487,15573,801,21777,1420,4931,144,654,81,11513,397,10140,1148,5311,521,2514,190,223,25,8929,1107,2536,772,167,7,387,20,4660,714,300,4,0,0,0,0,0,0,1040,948,2345,1189,112741,10284,123025,30343,13354,7532,74587,3354,57,783,4244,4,90604,9698,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,27,1,1,1,1,1,21,0,1,42,1,1,1,1,1,42,0,1,1,0,NA,1,1,14,0,1,125000,759000,0,0,243000,0,0,1872,198,22,0,0,1,1,1,11,0,0,0,491,1,1,0,0,0,0,0,0,1,1202842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1369","L0459","Mississauga FN",2014,"Ontario Library Service - North","First Nations Library","P.O. Box 1299","148 Village Rd.","Blind River","Ontario","P0R1B0","www.mississaugi.com",496,0,1307,0,13000,14307,1307,0,NA,0,0,0,0,NA,0,0,1700,0,0,0,0,17314,0,0,0,0,0,455,0,455,15698,0,0,2359,312,0,0,0,0,0,18824,0,87,0,0,87,87,0,0,87,8,4,2,14,570,10,2,582,570,10,2,582,0,0,0,0,50,0,50,100,4136,0,0,4136,4136,0,0,4136,0,0,0,0,0,0,0,0,2956,190,103,3249,2956,190,103,3249,0,0,0,0,0,0,0,0,0,0,0,0,9,5,4,18,0,0,0,0,0,0,0,0,51595,208,137,51940,32.5,1,0,0,0,1,1,20,0,0,0,0,0,0,1,12.5,12,12,0,NA,3,1,1,1,32.5,0,0,0,0,0,0,0,0,0,354,5,35,0,0,0,0,16,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,3,1,4,1,0,0,0,0,0,0,10,1,0,0,0,0,3,3,0,0,26,32,58,8,32,2,5,4,2,0,1,3,23,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,0,NA,0,0,0,0,0,0,391,0,0,0,0,11,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,1700,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1370","L0440","Mississaugas of Scugog Island FN",2014,"Southern Ontario Library Service","First Nations Library","22600 Island Road","22600 Island Road","Port Perry","Ontario","L9L1B6","http://www.scugogfirstnation.com/Page.asp?IdPage=6658&WebAddress=misfn",105,0,212,0,0,212,9988,0,NA,0,0,0,0,NA,0,0,3000,0,0,0,0,13200,0,0,0,0,0,3000,3000,0,0,0,9000,1200,0,0,0,0,0,0,13200,0,4,0,0,4,4,0,0,4,8,4,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1683,0,8,1691,1683,0,8,1691,9,0,0,9,9,0,0,9,2956,190,1030,4176,2956,190,1030,4176,0,0,0,0,0,0,0,0,16,0,0,16,9,5,4,18,0,0,0,0,0,0,0,0,5195,208,137,5540,34.5,0,0,0,2,0,0,0,0,0,0,0,2,34.5,0,0,4,4,0,NA,0,1,1,1,34.5,0,0,0,0,0,0,0,0,0,45,12,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,45,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,47,0,0,0,0,1,48,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0,0,0,0,1,4500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1371","L0210","Mississippi Mills",2014,"Southern Ontario Library Service","Public or Union Library","155 High St. P.O. Box 820","155 High Street","Almonte","Ontario","K0A1A0","http://missmillslibrary.com/",8816,0,17888,13960,0,31848,464617,100,NA,0,0,0,0,NA,0,7100,7100,5281,23658,0,1704,534308,0,0,51400,0,51400,47620,44620,3000,373527,4130,42041,1865,1902,4593,0,0,46111,7756,529545,0,290,0,0,290,305,0,0,305,8,4,2,14,0,0,0,0,0,0,0,0,366,0,0,366,0,0,0,0,66585,1884,0,68469,68938,1884,0,70822,9024,16,0,9040,9500,16,0,9516,59852,990,434,61276,76222,990,434,77646,0,0,0,0,0,0,0,0,43,0,0,43,9,5,4,18,0,0,0,0,0,0,0,0,51595,208,137,51940,40,1,0,0,0,0,0,0,0,0,0,0,17,217.5,22,24,11,11,11,NA,5,1,1,1,44,1,32,0,0,0,0,0,0,0,125368,444,8551,41,1,6017,336,135,1,0,0,2060,83,6,2,0,0,0,0,0,0,0,0,9,4,0,0,79,3,3,1,0,0,0,0,0,0,0,0,1505,1456,2761,2085,2289,130,2419,119,150,25,62,40,3,9,8,5,1355,350,0,1,1,0,1,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,1,0,1,3,1,1,1,0,0,2,0,1,3,1,1,0,0,0,2,0,1,0,0,NA,0,0,0,0,0,0,12385,0,0,5321,0,2,201,13,1,0,0,0,0,0,0,0,0,0,24,0,1,0,0,0,0,0,0,1,13000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1372","L0408","Mohawks of Akwesasne FN",2014,"Southern Ontario Library Service","First Nations Library","P.O. Box 579","321 State Route 37, Akwesasne  N.Y. 13655","Cornwall","Ontario","K6H5T3","http://www.akwesasneculturalcenter.org",4247,8477,13055,0,0,13055,30500,0,NA,0,0,0,0,NA,0,1400,1400,1830,3003,0,331621,381409,0,0,0,0,0,26010,26010,0,261841,1257,52508,6176,1993,4292,0,0,3074,25820,382971,3864,1198,15,41,1254,1619,15,51,1685,30,4,2,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29540,0,3,29543,29987,0,3,29990,624,0,0,624,653,0,0,653,67767,990,434,69191,88952,990,434,90376,0,0,0,0,0,0,0,0,31,0,0,31,30,5,5,40,0,0,0,0,0,0,0,0,51595,208,137,51940,40,0,0,0,0,0,0,0,0,0,0,0,5,125,2,4,14,13,1,NA,0,1,1,1,46,0,0,0,0,0,0,0,0,0,6787,29,71,38,24,0,0,33,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,211,1479,1393,56,5,61,65,118,0,10,11,0,4,5,5,245,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,1,0,0,0,0,0,9493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1373","L0405","Mohawks of the Bay of Quinte FN",2014,"Southern Ontario Library Service","First Nations Library","13 Old York Road, c/o MBQ Admin.","1658 York Road","Tyendinaga Mohawk Territory","Ontario","K0K1X0","http://www.kanhiote.ca",562,-1101,9854,0,13000,22854,5405,0,NA,3000,17500,0,0,NA,0,0,20500,0,32657,0,2484,83900,0,0,0,0,0,6397,5747,650,34808,1438,6477,1843,2484,22805,0,0,0,7637,83889,0,709,1,27,737,719,1,32,752,8,4,2,14,0,0,0,0,0,0,0,0,320,0,0,320,9475,0,0,9475,8502,1,52,8555,8509,1,61,8571,228,0,10,238,228,0,12,240,68329,990,434,69753,76397,990,434,77821,0,0,0,0,0,0,0,0,20,0,0,20,9,5,4,18,0,0,0,0,0,0,0,0,51595,208,137,51940,40,0,0,0,0,0,0,0,0,0,1,24,1,13,0,0,14,11,11,NA,3,1,1,1,28,0,0,0,0,0,0,0,0,0,1397,40,363,0,0,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,0,0,69,7,109,11,35,6,0,0,39,5,10,1,0,0,5,5,0,0,26,4,30,9,15,2,30,4,10,2,1,15,64,123,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,1,3,1,1,0,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,2163,0,0,0,0,0,56,6,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,33,1,0,0,1,2500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1374","L0029","Mono",2014,"Southern Ontario Library Service","Contracting Municipality","R.R. #1","347209 Mono Centre Road","Orangeville","Ontario","L9W2Y8","http://www.townofmono.com",0,0,10202,0,0,10202,51370,0,NA,0,0,0,0,NA,0,0,0,0,0,0,0,61572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24959,36613,61572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,8895,0,0,2965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
