"","LibID","Library","Year","Upper Tier Code","Legal Name","New Legal Name","Mailing Address","Postal Code","City","Street Address","Library Web Site Address","Library Service Type","Population (Resident)","Households (Resident)","Population (Contracting)","Households (Contracting)","Date year starts","Date year ends","Ontario Library Service (OLS) Region","# of Active Library Cardholders","Net Balance brought forward amount","Net Balance brought forward type","Provincial Operating Funding","Local Operating Grant","Contract Revenue","Project Grants","Donations","Self-generated Revenue","Debt Services and Reserve Fund Revenues","Other operating revenue","Total Operating Revenues","Provincial capital revenues","Federal capital revenues","Local capital revenues","Other capital revenues","Total Capital Revenues","General materials expenditure","Electronic materials expenditure","Staffing expenditure","Staff Training expenditure","Facilities/Utilities","Telephone and Fax","Dedicated Internet Connectivity Costs","Computer Services","Debt Charges and Transfers to Reserve Funds","Funds returned to government sources","Contract payment made to library boards for library services","Other expenditures","Total Operating Expenditures","Total Capital Expenditures","Titles Held (Reference - English Language)","Titles Held (Reference - French Language)","Titles Held (Reference - Other Language)","Volumes Held (Reference - English Language)","Volumes Held (Reference - French Language)","Volumes Held (Reference - Other Language)","# of Databases (Reference - English Language)","# of Databases (Reference - French Language)","# of Databases (Reference - Other Language)","# of CD ROM Titles (Reference - English Language)","# of CD ROM Titles (Reference - French Language)","# of CD ROM Titles (Reference - Other Language)","# of copies of CD ROM (Reference - English Language)","# of copies of CD ROM (Reference - French Language)","# of copies of CD ROM (Reference - Other Language)","Titles Held (Circulating - English Language)","Titles Held (Circulating - French Language)","Titles Held (Circulating - Other Language)","Volumes Held (Circulating - English Language)","Volumes Held (Circulating - French Language)","Volumes Held (Circulating - Other Language)","# of CD ROM Titles (Circulating - English Language)","# of CD ROM Titles (Circulating - French Language)","# of CD ROM Titles (Circulating - Other Language)","# of copies of CD ROMs (Circulating - English Language)","# of copies of CD ROMs (Circulating - French Language)","# of copies of CD ROMs (Circulating - Other Language)","Titles Held (Periodicals - English Language)","Titles Held (Periodicals - French Language)","Titles Held (Periodicals - Other Language)","# of Database Subscriptions (Periodicals - English Language)","# of Database Subscriptions (Periodicals - French Language)","# of Database Subscriptions (Periodicals - Other Language)","# of CD ROM Titles (Periodicals - English Language)","# of CD ROMs Titles (Periodicals - French Language)","# of CD ROM Titles (Periodicals - Other Language)","# of copies of CD ROMs (Periodicals - English Language)","# of copies of CD ROMs (Periodicals - French Language)","# of copies of CD ROMs (Periodicals - Other Language)","# of individual electronic periodical titles (English Language)","# of individual electronic periodical titles (French Language)","# of individual electronic periodical titles (Other Language)","# of hours per week in an FTE","Librarians (Full Time - # of people)","Library Technicians (Full Time - # of people)","EXCEL Graduates  (Full Time - # of people)","Other staff (Full Time - # of people)","Volunteers (Full Time - # of people)","Librarians (Part Time - # of people)","Librarians (Part Time - Hours worked)","Library Technicians (Part Time - # of people)","Library Technicians (Part Time - Hours worked)","EXCEL Graduates (Part Time - # of people)","EXCEL Graduates (Part Time - Hours worked)","Other staff (Part Time - # of people)","Other staff (Part Time - Hours worked)","Volunteers (Part Time - # of people)","Volunteers (Part Time - Hours worked)","# of Public access workstations","Workstations with internet access","Workstations with OPAC access","Workstations with CD ROM access","Automated catalogue available","Name of Automated Catalogue System","Does your library provide wireless Internet connection","# of Main Libraries","Main Library - total hours open per week","# of Branches open >= 12 hours per week","Branches open >= 12 hours per week - total hours open per week","# of Branches open < 12 hours per week","Branches open < 12 hours per week - total hours open per week","# of Bookmobile stops","Bookmobile hours per week","# of Deposit Stations","Deposit Station hours per week","# of Bookmobiles","Total Annual Direct Circulation","# of programs held annually","Annual program attendance","# of items borrowed","# of items lent","# of requests made to other libraries","# of requests received from other libraries","Typical Week - Direct circulation","Typical Week - Materials use in library","Typical Week -  # of people using library workstations","Typical Week -  # of times electronic databases accessed","No of people using public library wireless connection","Typical Week -  # of standard reference transactions","Typical Week -  # of electronic reference transactions","Typical Week -  # of library visits made in person","Typical Week -  # of electronic library visits"
"26",69,"Beardmore Twp",2000,89,"Beardmore Twp","Greenstone","P.O. Box 240","P0T1G0","Beardmore","185 Main Street","town.beardmore.on.ca","Public or Union Library",355,237,0,0,"01/01/2000","12/31/2000","OLS-N",350,577,"Surplus",2684,15600,0,7811,150,669,0,79,26993,0,0,2400,0,2400,3112,0,11281,259,3529,732,0,5494,0,0,0,1220,25627,2395,53,0,0,69,0,0,0,0,0,9,0,0,9,0,0,8801,211,12,8843,211,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,1,2,2,2,7,3,0,4,"No",NA,0,1,12,0,0,0,0,0,0,0,0,0,1747,17,282,6,0,9,6,67,5,11,0,0,1,1,70,0
"27",393,"Beausoleil FN",2000,70,"Beausoleil FN",NA,"80 Kate Kegwin Street","L0K1C0","Christian Island",NA,"http;//www.olsn.ca/bfnlibrary","First Nations Library",622,0,0,0,"04/01/2000","03/31/2001","SOLS",620,-16414,"Deficit",2164,0,0,30412,2500,370,0,0,35446,0,0,0,0,0,280,70,23055,500,3000,2571,0,9135,0,0,0,0,38611,0,50,0,0,80,0,0,0,0,0,1,0,0,1,0,0,3399,0,0,3399,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,"No",NA,0,1,35,0,0,0,0,0,0,0,0,0,1560,36,720,0,0,0,0,49,19,23,0,0,7,2,62,73
"28",35,"Beckwith Twp",2000,55,"Beckwith Twp",NA,"R.R.#2","K7C3P2","Carleton Place","1702 9th Line Beckwith","www.twp.beckwith.on.ca","Contracting Municipality",5192,2333,0,0,"01/01/2000","12/31/2000","OLS-N",0,0,"Nil",9425,38958,0,0,0,0,0,0,48383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48383,0,48383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",81,"Belleville",2000,51,"Belleville","City of Belleville","254 Pinnacle Street","K8N3B1","Belleville",NA,"www.bellevillelibrary.com","Public or Union Library",43944,19362,0,0,"01/01/2000","12/31/2000","SOLS",13534,21210,"Surplus",84288,838287,0,81929,7752,87141,0,0,1099397,0,0,0,0,0,156538,4066,689466,6490,74401,9789,10416,87335,31176,0,0,23380,1093057,1304,10112,23,0,10644,23,0,9,0,0,31,0,0,60,0,0,96225,1243,1958,101289,1268,1998,12,0,0,13,0,0,216,0,0,0,0,0,1,0,0,41,0,0,0,0,0,35,3,1,0,12,9,1,18,1,22,0,0,16,195,9,18,26,12,10,4,"Yes","DRA/Inlex",0,1,57.5,1,24,0,0,0,0,0,0,0,333739,296,10737,1252,1624,1350,3193,7055,925,251,0,0,641,55,3098,0
"30",394,"Big Grassy FN",2000,87,"Big Grassy FN",NA,"P.O. Box 453","P0W1J0","Morson","513 Beach Rd.","www.biggrassy.ca/library","First Nations Library",284,0,0,0,"04/01/2000","03/31/2001","OLS-N",0,0,"Nil",758,1500,0,43248,0,0,0,0,45506,0,0,0,0,0,3600,800,17500,1500,0,0,0,22100,0,0,0,0,45500,0,15,0,0,300,0,0,0,0,0,30,0,0,60,0,0,2800,0,0,2900,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,15,0,0,0,0,0,0,2,35,10,8,0,10,"No",NA,0,1,50,0,0,0,0,0,0,0,0,0,1500,40,800,0,0,0,0,30,5,30,0,0,5,0,40,0
"31",82,"Billings Twp",2000,83,"Billings Twp",NA,"P.O. Box 37","P0P1J0","Kagawong","18 Upper Street","billingslibrary.org","Public or Union Library",503,585,0,0,"01/01/2000","12/31/2000","OLS-N",416,5607,"Surplus",3137,6500,0,0,1580,5597,196,439,17449,0,0,0,0,0,6439,0,7500,0,2590,648,0,0,250,271,0,50,17748,0,48,0,0,110,0,0,0,0,0,1,0,0,1,0,0,5129,0,0,5140,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,1,1,0,1,"No",NA,0,1,9,0,0,0,0,0,0,0,0,0,5010,1,14,94,0,94,0,86,21,8,6,0,4,12,32,0
"32",462,"Bkejwanong FN",2000,53,"Bkejwanong FN",NA,"Walpole Island First Nation R.R. #3","N8A4K9","Wallaceburg","136 Tecumseh Road","www.bkejwanonglibrary.ca","First Nations Library",2068,0,0,0,"04/01/2000","03/31/2001","SOLS",0,0,"Nil",4998,25000,0,43385,0,648,0,1208,75239,0,0,0,0,0,2916,919,23812,694,4663,956,1645,25650,0,0,4522,4185,69962,0,770,0,0,821,0,0,0,0,0,20,0,0,24,0,0,9867,0,0,10090,0,0,22,0,0,29,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,1,20,0,0,11,11,0,11,"No",NA,0,1,24,0,0,0,0,0,0,0,0,0,771,2,27,0,0,0,0,18,23,129,0,0,12,0,141,129
"33",83,"Black River-Matheson Twp",2000,81,"Black River-Matheson Twp",NA,"P.O. Box 450","P0K1N0","Matheson","352 Second Street","n/a","Public or Union Library",3132,1591,0,0,"01/01/2000","12/31/2000","OLS-N",2480,1063,"Surplus",7995,43050,0,41410,120,4073,0,1881,98529,0,0,0,0,0,10729,300,63208,1890,12412,912,0,9082,0,0,0,0,98533,0,13,2,0,130,20,0,1,0,0,3,1,0,3,1,0,8640,300,0,9086,300,0,9,0,0,9,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,34,3,34,1,3,3,2,1,3,"Yes","Winnebago",0,1,32.5,0,0,1,6,0,0,0,0,0,14670,240,2340,126,0,126,0,293,26,18,2,0,35,26,280,3
"34",429,"Blind River",2000,80,"Blind River",NA,"P.O. Box 880","P0R1B0","Blind River","8 Woodward Avenue","http://www.olsn.ca/blindriverlibrary/","Public or Union Library",3521,1894,0,0,"01/01/2000","12/31/2000","OLS-N",0,0,"Nil",13510,68888,0,13433,5687,4359,0,1,105878,0,0,0,0,0,12710,444,65989,129,4611,1119,496,13798,143,0,0,3024,102463,0,174,25,0,301,80,0,1,1,0,7,2,0,7,2,0,17725,489,0,18200,495,0,0,0,0,0,0,0,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,1,0,0,0,0,0,0,0,0,0,4,45,0,0,3,2,2,2,"Yes","Athena",0,1,34,0,0,0,0,0,0,0,0,0,18745,0,0,165,0,185,0,410,249,60,167,0,405,0,815,24
"35",65,"Blue Mountains, The Town of",2000,47,"Blue Mountains, The Town of","Town of the Blue Mountains","P.O. Box 580","N0H2P0","Thornbury","173 Bruce Street South","www.thebluemountainslibrary.ca","Public or Union Library",5080,5043,0,0,"01/01/2000","12/31/2000","SOLS",0,0,"Nil",21060,154804,0,17520,13800,52027,0,0,259211,0,0,0,11567,11567,29605,0,140152,2060,13111,2012,0,22238,0,0,0,59831,269009,5489,321,0,0,886,0,0,0,0,0,28,0,0,28,0,0,31630,163,0,31660,163,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,1,1,0,1,0,0,0,0,0,0,0,0,0,48,4,10,4,2,5,"Yes","Spectrum",0,1,38,0,0,0,0,0,0,0,0,0,66612,44,1717,489,52,637,72,1483,170,74,0,0,55,0,900,0
"36",84,"Bonfield",2000,85,"Bonfield",NA,"365 Highway 531","P0H1E0","Bonfield",NA,"http://www.ontera.net/~bpl","Public or Union Library",2081,956,0,0,"01/01/2000","12/31/2000","OLS-N",638,0,"Nil",4478,20784,0,0,2500,0,0,0,27762,0,0,0,0,0,7228,0,16498,1370,1010,1012,0,0,0,0,0,0,27118,0,263,118,0,280,126,0,0,0,0,3,1,0,9,2,0,9048,2613,0,9048,2613,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,1,16,1,6,1,3,4,3,0,3,"No",NA,0,1,19,0,0,0,0,0,0,0,0,0,10235,4,80,51,0,83,51,225,150,25,0,0,12,0,100,129
"37",80,"Bonnechere Union",2000,69,"Bonnechere Union",NA,"P.O. Box 39","K0J1T0","Eganville","74 A Maple Street","www.bonnechereupl.com","Public or Union Library",5938,3815,0,0,"01/01/2000","12/31/2000","SOLS",2300,6826,"Surplus",19705,10358,0,18055,1523,31445,0,570,81656,0,0,0,0,0,9618,0,32024,0,8423,185,536,9302,0,0,2651,12537,75276,0,209,0,0,210,0,0,1,0,0,1,0,0,2,0,0,13950,0,0,15950,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,1,29.5,1,29.5,0,0,2,7,4,3,1,2,"Yes","Winnebago",0,1,28,0,0,0,0,0,0,0,0,0,14672,10,120,10,0,10,10,320,26,40,80,0,19,0,142,16
"38",70,"Bracebridge",2000,33,"Bracebridge",NA,"94 Manitoba Street","P1L2B5","Bracebridge",NA,"www.bracebridge.library.on.ca","Public or Union Library",13223,5284,0,0,"01/01/2000","12/31/2000","SOLS",7545,0,"Nil",31808,295996,0,8777,1194,83686,10000,0,431461,0,0,33717,0,33717,57259,1000,265744,1536,75476,4797,0,25649,0,0,0,0,431461,33717,2688,0,0,4387,0,0,1,0,0,7,0,0,9,0,0,44683,345,120,48368,448,120,0,0,0,0,0,0,117,1,6,0,0,0,0,0,0,0,0,0,0,0,0,35,1,1,0,0,0,3,52,11,129.5,0,0,5,23,0,0,18,7,5,6,"Yes","Dynix(Epixtech)",0,1,58,1,35,0,0,0,0,0,0,0,147349,71,4205,1770,1296,1344,1932,2401,899,451,0,0,139,1,2813,0
"39",86,"Bradford West Gwillimbury",2000,76,"Bradford West Gwillimbury",NA,"425 Holland Street West","L3Z0J2","Bradford","425 Holland Street West","www.bradford.library.on.ca","Public or Union Library",21000,6820,0,0,"01/01/2000","12/31/2000","SOLS",12832,47708,"Surplus",27332,510394,0,9525,1162,39867,10272,0,598552,0,0,38500,0,38500,91631,3207,382517,2915,59405,6346,1419,28822,0,0,0,17624,593886,38500,1362,0,0,2485,0,0,4,0,0,38,0,0,64,0,0,42370,157,0,46479,263,0,0,0,0,0,0,0,124,12,0,0,0,0,0,0,0,0,0,0,0,0,0,35,2,2,0,2,0,0,0,2,41,0,0,6,75,4,7,9,3,3,5,"Yes","Geac",0,1,48,0,0,0,0,0,0,0,0,0,138608,336,3465,249,416,427,1475,2676,493,48,0,0,179,0,1613,0
"40",41,"Brampton",2000,21,"Brampton",NA,"65 Queen Street East","L6W3L6","Brampton",NA,"www.bramptonlibrary.ca","Public or Union Library",305000,84538,0,0,"01/01/2000","12/31/2000","OLS-N",201325,64203,"Surplus",358829,6126938,0,106307,0,392623,0,26031,7010728,0,0,792000,91171,883171,724752,0,5196884,20173,1180404,62318,66506,149932,72246,0,0,0,7473215,132655,12691,54,0,38684,192,0,5,0,0,12,0,0,34,0,0,210871,9741,18152,538478,10178,19384,8,0,0,8,0,0,528,12,20,5,0,0,0,0,0,0,0,0,2160,0,0,35,10,27,0,21,0,4,72,19,342,0,0,67,1206,0,0,93,43,46,4,"Yes","Dynix/Unix",0,0,0,4,208,0,0,0,0,0,0,0,1736328,984,36005,1591,1178,2817,2323,35728,27452,1783,0,0,9434,0,25280,0
"41",40,"Brant County",2000,40,"Brant County","County of Brant","12 William Street","N3L1K7","Paris",NA,"www.brant.library.on.ca","Public or Union Library",23307,12166,0,0,"01/01/2000","12/31/2000","SOLS",8442,36667,"Surplus",50541,624700,0,10671,10675,44069,0,0,740656,0,0,125000,0,125000,82474,4226,421637,2656,49183,6323,4000,12569,0,0,111680,25832,720580,88519,1000,0,0,1200,0,0,1,0,0,23,0,0,23,0,0,67136,0,200,70414,0,200,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0,0,3,0,0,0,0,0,0,0,17,287.5,18,38,23,12,5,15,"Yes","multiLis and Winnebago",0,1,54,4,96,0,0,0,0,0,0,0,172095,581,9126,2105,536,2191,916,3434,1466,174,0,0,258,0,1950,0
"42",39,"Brantford",2000,40,"Brantford",NA,"173 Colborne Street","N3T2G8","Brantford",NA,"brantford.library.on.ca","Public or Union Library",86100,32800,0,0,"01/01/2000","12/31/2000","SOLS",55747,0,"Nil",150751,2075803,111090,149729,11204,151419,193112,40369,2883477,0,0,208926,0,208926,347508,20344,1829296,14305,139872,13985,0,195803,85242,0,0,237122,2883477,208926,6873,27,0,10930,46,0,3,0,0,84,0,0,84,0,0,147256,1872,1038,194050,2478,4646,141,0,0,141,0,0,418,4,0,2,0,0,0,0,0,0,0,0,750,0,0,35,8,7,0,9,0,0,0,10,221,0,0,30,597,36,45,52,24,30,9,"Yes","Horizon",0,1,66.5,1,38,0,0,0,0,0,0,0,680390,458,9539,1312,742,1430,1314,13195,4816,1692,1506,0,1700,3,6500,474
"43",87,"Brighton Union",2000,61,"Brighton Union","Municipality of Brighton","P.O. Box 3008","K0K1H0","Brighton","35 Alice Street","www.brighton.library.on.ca","Public or Union Library",8028,3724,0,0,"01/01/2000","12/31/2000","SOLS",4158,44293,"Surplus",29639,74500,0,16701,1497,4324,17600,1827,146088,0,0,2385,0,2385,21657,0,81986,194,83,3229,964,15913,0,0,0,6173,130199,2385,16,10,0,210,10,0,0,0,0,10,1,0,10,1,0,30829,40,24,31009,40,24,12,0,0,12,0,0,72,12,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,1,0,0,0,0,0,0,0,5,15,5,10,5,5,0,4,"No",NA,0,1,36.5,0,0,1,10,0,0,0,0,0,58742,195,1804,1185,79,1302,449,1120,2133,38,0,0,310,0,621,0
"44",322,"Britt-Byng Inlet LSB",2000,86,"Britt-Byng Inlet LSB","Britt-Byng Inlet","P.O. Box 2","P0G1A0","Britt","841 Riverside Drive, Britt, ON, P0G 1A0","britt.lib@hotmail.com","LSB Library",847,0,0,0,"01/01/2000","12/31/2000","OLS-N",223,4263,"Surplus",1834,0,0,0,0,0,0,0,1834,0,0,0,0,0,2594,0,0,0,50,0,0,73,24,0,0,0,2741,0,12,0,0,12,0,0,8,0,0,8,0,0,8,0,0,4853,38,0,4881,38,0,4,0,0,4,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6.4,1,1,0,1,"No",NA,0,1,32,0,0,0,0,0,0,0,0,0,9750,0,0,25,0,27,0,210,130,7,9,0,20,6,120,0
"45",38,"Brock Twp",2000,10,"Brock Twp",NA,"P.O. Box 310","L0K1A0","Beaverton","401 Simcoe Street North","www.brocklibraries.ca","Public or Union Library",11637,4810,0,0,"01/01/2000","12/31/2000","SOLS",3040,12984,"Surplus",21717,139308,0,56539,4154,4791,0,0,226509,0,0,5964,0,5964,23182,150,146087,428,23861,3123,2310,8674,0,0,0,6255,214070,5964,630,5,6,1240,6,6,0,0,0,15,0,0,60,0,0,50689,466,20,51063,466,20,0,0,0,0,0,0,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,20,1,12,0,0,12,128,12,14,13,13,0,13,"No",NA,0,1,30,2,35,0,0,0,0,0,0,0,68684,9,485,336,3,563,3,1392,260,85,0,0,117,17,770,50
"46",88,"Brockville",2000,56,"Brockville",NA,"P.O. Box 100","K6V5T7","Brockville","23 Buell Street, Brockville, ON K6V 5T7","www.brockvillelibrary.ca","Public or Union Library",21590,9893,0,0,"01/01/2000","12/31/2000","OLS-N",5977,-9654,"Deficit",44624,439155,20000,33388,24313,20000,21500,6523,609503,0,0,0,0,0,53411,2500,395814,3100,42184,3374,0,54806,20501,0,0,18494,594184,0,4009,0,0,6290,0,0,0,0,0,13,0,0,20,0,0,63463,732,85,72308,773,226,27,0,0,31,0,0,92,0,0,1,0,0,1,0,0,1,0,0,247,0,0,35,3,0,2,2,0,0,0,1,11.63,1,16.38,9,113,71,18.5,17,7,8,2,"Yes","MultiLis",0,1,51,0,0,0,0,0,0,0,0,0,215256,149,3222,561,1356,889,2346,4565,4882,219,0,0,263,4,2817,594
"47",89,"Bruce County",2000,41,"Bruce County",NA,"1243 Mackenzie Road","N0H2C6","Town of Saugeen Shores",NA,"library.brucecounty.on.ca","County, County co-operative or Regional Municipality Library",56046,31477,0,0,"01/01/2000","12/31/2000","SOLS",31000,57526,"Surplus",188487,1199004,12477,309183,1515,22134,0,4150,1736950,47817,0,7101,0,54918,131919,19930,1097738,16821,217004,11381,1200,162153,93715,0,0,78536,1830397,54918,7000,0,0,20000,0,0,0,0,0,25,0,0,400,0,0,100223,125,0,133988,189,0,0,0,0,0,0,0,140,0,0,0,0,0,2,0,0,2,0,0,0,0,0,35,2,8,0,2,1,0,0,0,0,25,181,25,182,50,190,47,47,47,47,"Yes","multiLis",0,1,46.25,18,433.5,0,0,0,0,0,0,0,439181,479,5622,3273,644,5435,701,8611,10143,342,15,0,865,118,4083,19230
"48",44,"Bruce Mines & Plummer Additional Union",2000,80,"Bruce Mines & Plummer Additional Union",NA,"P.O. Box 249","P0R1C0","Bruce Mines","33 Desbarats Street","www.bruceminesandplummerlibrary.ca","Public or Union Library",1274,803,729,501,"01/01/2000","12/31/2000","OLS-N",862,3897,"Surplus",3871,33800,2405,7182,3390,2259,0,1086,53993,0,0,0,0,0,3749,0,30202,463,5869,1606,0,0,0,0,0,14051,55940,0,189,2,0,189,2,0,0,0,0,0,0,0,0,0,0,7446,0,0,7596,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,1,32,5,20,4,4,0,4,"Yes","Athena",0,1,35,0,0,0,0,0,0,0,0,0,8347,7,0,320,0,320,0,203,47,28,0,0,50,0,150,0
"49",78,"Brudenell, Lyndoch & Raglan Twp",2000,69,"Brudenell, Lyndoch & Raglan Twp","Township of Brudenell, Lyndoch and Raglan","42 Burnt Bridge Road  Box 40","K0J2E0","Palmer Rapids",NA,NA,"Contracting Municipality",1576,1059,0,0,"01/01/2000","12/31/2000","OLS-N",0,0,"Nil",4584,0,0,0,0,0,0,0,4584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4584,0,4584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"50",90,"Burk's Falls, Armour & Ryerson Union",2000,86,"Burk's Falls, Armour & Ryerson Union",NA,"P.O. Box 620","P0A1C0","Burk's Falls","39 Copeland Street","www.surenet.net/~bflib1","Public or Union Library",2788,2137,0,0,"01/01/2000","12/31/2000","OLS-N",0,4540,"Surplus",13814,31440,0,25942,0,2337,0,0,73533,0,0,0,0,0,6000,0,30559,257,11359,791,309,18958,0,0,0,0,68233,0,31,0,0,69,0,0,6,4,0,0,0,0,0,0,0,10509,56,0,10509,56,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,2,30,2,14,3,6,6,5,0,6,"Yes","Winnebago",0,1,27,0,0,0,0,0,0,0,0,0,7200,31,109,264,0,264,0,139,141,39,0,0,23,0,253,0
"51",37,"Burlington",2000,14,"Burlington",NA,"2331 New Street","L7R1J4","Burlington",NA,"www.bpl.on.ca","Public or Union Library",132772,52462,0,0,"01/01/2000","12/31/2000","SOLS",0,68460,"Surplus",229403,4396446,0,104805,4281,250974,0,0,4985909,0,0,392684,61900,454584,639055,22700,3428873,18159,533539,12748,37137,72141,0,0,0,127787,4892139,609177,16844,16,0,27044,27,0,3,0,0,10,1,0,10,1,0,189259,2695,2453,376851,2987,2453,698,6,0,1028,6,0,688,13,0,3,0,0,0,0,0,0,0,0,2140,0,0,35,14,0,0,34,0,4,76,0,0,0,0,114,1536,123,150,75,50,70,5,"Yes","Expixtech",0,1,69,4,198,1,9,0,0,0,0,0,1652747,1313,35543,1591,2038,1664,3231,28547,5882,2148,486,0,2183,148,17987,961
"52",395,"Caldwell FN",2000,53,"Caldwell FN",NA,"10297 Talbot Trail","N0P1A0","Blenheim",NA,NA,"First Nations Library",213,0,0,0,"04/01/2000","03/31/2001","SOLS",65,0,"Nil",320,0,0,0,0,0,0,0,320,0,0,0,0,0,320,0,0,0,0,0,0,0,0,0,0,0,320,0,100,0,0,102,0,0,0,0,0,0,0,0,0,0,0,120,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,0,1,"No",NA,0,1,37.5,0,0,0,0,0,0,1,38,0,265,0,0,0,0,0,0,5,10,10,2,0,5,0,60,0
"53",49,"Caledon Town",2000,21,"Caledon Town",NA,"6500 Old Church Road","L7C0H3","Caledon East",NA,"www.caledon.library.on.ca","Public or Union Library",39837,13790,0,0,"01/01/2000","12/31/2000","SOLS",29667,0,"Nil",58171,1010516,0,125232,18533,87828,0,0,1300280,0,0,132723,0,132723,125327,17590,840315,18448,131218,26007,11640,102529,85724,0,0,0,1358798,132723,4690,47,32,6011,63,32,5,0,0,21,0,0,60,0,0,94720,1309,1420,108220,1415,1420,519,14,0,809,21,0,321,0,6,5,0,0,1,0,0,4,0,0,500,0,0,35,3,2,0,2,0,0,0,5,105,0,0,30,455,56,70,64,40,32,6,"Yes","Mutilis",0,1,48.5,6,157,0,0,0,0,3,72,0,342516,722,10502,728,1455,957,1601,6904,7115,1155,712,0,501,352,4419,1430
"54",92,"Calvin Twp",2000,85,"Calvin Twp",NA,"1355 Peddlers Dr. R.R. #2","P0H1V0","Mattawa",NA,"www.calvintownship.ca","Contracting Municipality",607,261,0,0,"01/01/2000","12/31/2000","OLS-N",0,0,"Nil",1177,0,0,0,0,0,0,0,1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177,0,1177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"No",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"55",104,"Cambridge",2000,25,"Cambridge",NA,"1 North Square","N1S2K6","Cambridge",NA,"www.cambridgelibraries.ca","Public or Union Library",105484,36882,0,0,"01/01/2000","12/31/2000","SOLS",37405,12061,"Surplus",161464,2715766,0,94104,9899,310167,0,90800,3382200,0,0,680611,0,680611,449043,36305,2233783,14449,266263,10968,16261,152385,29840,0,0,174697,3383994,680611,6430,4,1,11665,10,4,3,0,0,35,0,0,43,0,0,131838,734,941,244051,938,1057,1,0,0,1,0,0,291,3,3,1,0,0,3,0,0,10,0,0,1010,0,0,35,12,2,1,19,0,9,119,1,17.5,1,17.5,25,787,74,85,75,26,39,34,"Yes","Inlex/3000",0,1,64,3,154,0,0,0,0,0,0,0,987400,1286,28178,1287,1803,1560,5950,20245,5823,1514,0,0,1611,47,16652,98
